trip_id,schedule_relationship,route_id,latitude,longitude,current_stop_sequence,timestamp,vehicle_id,vehicle_label,color
1_4815823^+,0,186,52.432098388671875,16.830930709838867,9,1758112644,1460,186/1,#FFA500
1_4815847^+,0,186,52.417999267578125,16.881000518798828,0,1758112639,1471,186/6,#FFA500
1_4815893^+,0,190,52.39950180053711,16.935440063476562,24,1758112644,1613,190/1,#FFA500
1_4815912^+,0,190,52.39656066894531,16.949880599975586,1,1758112644,1503,190/10,#FFA500
1_4815939^+,0,348,52.48683166503906,16.942609786987305,12,1758112634,1854,348/6,#FFA500
1_4815939^+,0,348,52.419830322265625,16.921979904174805,3,1758112634,1893,348/6,#FFA500
1_4815968^+,0,174,52.41754150390625,16.94024085998535,20,1758112639,1934,174/4,#FFA500
1_4815990^+,0,190,52.4515495300293,16.912050247192383,7,1758112644,1502,190/3,#FFA500
1_4816012^+,0,190,52.465171813964844,16.904399871826172,29,1758112639,1031,190/4,#FFA500
1_4816045^+,0,190,52.46002960205078,16.903989791870117,27,1758112644,1028,190/6,#FFA500
1_4816067^+,0,190,52.430538177490234,16.936939239501953,14,1758112644,1017,190/8,#FFA500
1_4816087^+,0,190,52.40961837768555,16.9383602142334,8,1758112639,1608,190/9,#FFA500
1_4816104^+,0,191,52.4597282409668,16.923320770263672,3,1758112639,1302,191/1,#FFA500
1_4816133^+,0,191,52.46495056152344,16.917030334472656,0,1758112644,1918,191/2,#FFA500
1_4816151^+,0,182,52.41621017456055,16.8917293548584,14,1758112644,1319,182/8,#FFA500
1_4816168^+,0,169,52.422489166259766,16.919370651245117,11,1758112639,1671,169/7,#FFA500
1_4816187^+,0,191,52.45983123779297,16.924409866333008,31,1758112639,1253,191/3,#FFA500
1_4816204^+,0,191,52.435760498046875,16.920330047607422,21,1758112639,1303,191/4,#FFA500
1_4816221^+,0,191,52.419979095458984,16.90842056274414,14,1758112629,1907,191/5,#FFA500
1_4816238^+,0,191,52.404380798339844,16.867210388183594,4,1758112639,1320,191/6,#FFA500
1_4816268^+,0,191,52.40763854980469,16.86768913269043,27,1758112639,1310,191/8,#FFA500
1_4816286^+,0,191,52.418758392333984,16.907529830932617,17,1758112644,1318,191/9,#FFA500
1_4816303^+,0,193,52.41141891479492,16.875940322875977,15,1758112629,1030,193/1,#FFA500
1_4816318^+,0,193,52.46382141113281,16.903640747070312,31,1758112639,1206,193/10,#FFA500
1_4816337^+,0,193,52.44105911254883,16.912389755249023,24,1758112644,1715,193/11,#FFA500
1_4816371^+,0,175,52.380638122558594,16.8799991607666,1,1758112644,1015,175/1,#FFA500
1_4816394^+,0,182,52.382110595703125,16.881559371948242,1,1758112639,1939,182/5,#FFA500
1_4816416^+,0,163,52.410499572753906,16.88275909423828,11,1758112639,1474,163/1,#FFA500
1_4816443^+,0,179,52.389991760253906,16.89504051208496,7,1758112639,1029,179/1,#FFA500
1_4816462^+,0,193,52.382118225097656,16.881980895996094,0,1758112639,1203,193/3,#FFA500
1_4816477^+,0,193,52.38676834106445,16.8664493560791,31,1758112634,1713,193/5,#FFA500
1_4816498^+,0,193,52.411800384521484,16.873199462890625,21,1758112644,1205,193/6,#FFA500
1_4816516^+,0,193,52.4658317565918,16.90665054321289,2,1758112629,1265,193/9,#FFA500
1_4816546^+,0,194,52.34764862060547,16.940919876098633,12,1758112634,1405,194/1,#FFA500
1_4816578^+,0,194,52.36629104614258,16.929880142211914,0,1758112634,1759,194/6,#FFA500
1_4816630^+,0,196,52.39659881591797,16.94952964782715,0,1758112629,1863,196/1,#FFA500
1_4816652^+,0,162,52.354488372802734,17.00149917602539,24,1758112644,1886,162/4,#FFA500
1_4816706^+,0,159,52.41014099121094,16.884489059448242,12,1758112644,1928,159/4,#FFA500
1_4816734^+,0,148,52.4121208190918,16.8712100982666,7,1758112629,1477,148/1,#FFA500
1_4816776^+,0,168,52.4068603515625,16.913270950317383,22,1758112639,1911,168/5,#FFA500
1_4816803^+,0,322,52.441349029541016,16.9118595123291,0,1758112634,1890,322/1,#FFA500
1_4816826^+,0,322,52.440650939941406,16.912330627441406,18,1758112644,1888,322/2,#FFA500
1_4816856^+,0,322,52.42667007446289,16.97694969177246,10,1758112629,1867,322/3,#FFA500
1_4816882^+,0,322,52.448509216308594,16.99241065979004,17,1758112634,1868,322/4,#FFA500
1_4816912^+,0,322,52.43227005004883,16.945119857788086,8,1758112634,1865,322/5,#FFA500
1_4816947^+,0,348,52.47203826904297,16.94732093811035,27,1758112639,1892,348/2,#FFA500
1_4816974^F,0,198,52.46501159667969,16.930320739746094,6,1758112644,1633,198/3,#FFA500
1_4816974^F,0,198,52.465309143066406,16.916160583496094,1,1758112629,1887,198/3,#FFA500
1_4817027^+,0,348,52.567378997802734,16.995649337768555,28,1758112644,1938,348/5,#FFA500
1_4817062^+,0,416,52.43075942993164,17.072629928588867,0,1758112639,1982,416/1,#FFA500
1_4817093^+,0,425,52.40129852294922,17.05586051940918,9,1758112644,1851,425/1,#FFA500
1_4817113^+,0,425,52.381439208984375,17.001079559326172,1,1758112634,1855,425/4,#FFA500
1_4817138^+,0,425,52.38740921020508,17.027990341186523,12,1758112644,1852,425/5,#FFA500
1_4817206^+,0,727,52.390419006347656,16.7780704498291,8,1758112644,1313,727/1,#FFA500
1_4817233^+,0,727,52.38801956176758,16.78474998474121,9,1758112644,1262,727/3,#FFA500
1_4817253^+,0,911,52.4091796875,16.954240798950195,0,1758112629,1866,911/1,#FFA500
1_4817280^+,0,167,52.41202163696289,16.93878936767578,4,1758112639,1853,167/3,#FFA500
1_4817299^+,0,167,52.49776077270508,16.94615936279297,0,1758112644,1896,167/4,#FFA500
1_4817321^+,0,911,52.440650939941406,16.946430206298828,19,1758112639,1927,911/5,#FFA500
1_4817341^+,0,911,52.54520034790039,16.946809768676758,0,1758112639,1862,911/7,#FFA500
1_4817374^+,0,194,52.37202835083008,16.949129104614258,0,1758112629,1403,194/3,#FFA500
1_4817407^+,0,189,52.36758041381836,16.94805908203125,8,1758112644,1774,189/5,#FFA500
1_4817448^+,0,158,52.30799865722656,16.982500076293945,0,1758112644,1901,158/1,#FFA500
1_4817483^+,0,194,52.34381103515625,16.940040588378906,9,1758112644,1664,194/2,#FFA500
1_4817518^+,0,189,52.36048126220703,16.94679069519043,10,1758112644,1767,189/4,#FFA500
1_4817550^+,0,153,52.37186050415039,16.949430465698242,1,1758112644,1656,153/2,#FFA500
1_4823788^N+,0,1,52.38085174560547,17.001609802246094,0,1758112639,943,1/1,#0000FF
1_4823812^N+,0,1,52.38644027709961,16.843629837036133,29,1758112639,614,1/10,#0000FF
1_4823847^N+,0,1,52.3974609375,16.888349533081055,20,1758112639,616,1/12,#0000FF
1_4823863^+,0,1,52.38282012939453,16.92884063720703,14,1758112644,917,1/13,#0000FF
1_4823883^N+,0,1,52.386260986328125,16.975690841674805,5,1758112634,551,1/14,#0000FF
1_4823897^+,0,1,52.38330841064453,17.001550674438477,1,1758112629,166,1/15,#0000FF
1_4823926^N+,0,1,52.381919860839844,16.991069793701172,29,1758112639,621,1/3,#0000FF
1_4823946^+,0,1,52.392948150634766,16.88637924194336,12,1758112644,172,1/6,#0000FF
1_4823967^N+,0,1,52.397518157958984,16.870359420776367,8,1758112644,549,1/7,#0000FF
1_4823994^+,0,1,52.383628845214844,16.83449935913086,0,1758112634,144,1/9,#0000FF
1_4824016^N+,0,10,52.45518112182617,16.94470977783203,0,1758112639,952,10/1,#0000FF
1_4824038^N+,0,10,52.418331146240234,16.921600341796875,13,1758112644,956,10/10,#0000FF
1_4824058^N+,0,10,52.44078826904297,16.946250915527344,4,1758112639,938,10/11,#0000FF
1_4824083^N+,0,10,52.44929885864258,16.94512939453125,26,1758112639,945,10/2,#0000FF
1_4824108^N+,0,10,52.39057922363281,16.919790267944336,6,1758112634,928,10/6,#0000FF
1_4824132^N+,0,10,52.42007827758789,16.92333984375,15,1758112644,946,10/4,#0000FF
1_4824153^N+,0,10,52.4073600769043,16.912410736083984,11,1758112634,935,10/5,#0000FF
1_4824175^N+,0,10,52.37321853637695,16.90376091003418,0,1758112644,948,10/7,#0000FF
1_4824194^N+,0,10,52.38692855834961,16.91628074645996,24,1758112639,932,10/8,#0000FF
1_4824220^N+,0,10,52.40174102783203,16.921119689941406,20,1758112644,941,10/9,#0000FF
1_4824247^N+,0,11,52.44190979003906,16.911649703979492,0,1758112644,507,11/1,#0000FF
1_4824271^N+,0,11,52.408660888671875,16.91267967224121,13,1758112639,504,11/11,#0000FF
1_4824297^N+,0,11,52.4284782409668,16.908239364624023,5,1758112639,911,11/12,#0000FF
1_4824319^+,0,11,52.430389404296875,16.910850524902344,24,1758112644,627,11/2,#0000FF
1_4824339^N+,0,11,52.41128921508789,16.913820266723633,17,1758112639,422,11/3,#0000FF
1_4824366^N+,0,11,52.39017105102539,16.894439697265625,10,1758112644,432,11/4,#0000FF
1_4824384^+,0,11,52.39516830444336,16.89982032775879,16,1758112639,226,11/10,#0000FF
1_4824406^N+,0,11,52.372371673583984,16.949169158935547,0,1758112629,426,11/7,#0000FF
1_4824432^N+,0,11,52.3803596496582,16.942520141601562,24,1758112644,435,11/8,#0000FF
1_4824479^N+,0,12,52.38840866088867,16.946319580078125,19,1758112644,414,12/10,#0000FF
1_4824496^N+,0,12,52.399879455566406,16.92844009399414,13,1758112644,541,12/11,#0000FF
1_4824518^N+,0,12,52.41376876831055,16.91522979736328,6,1758112644,550,12/12,#0000FF
1_4824545^N+,0,12,52.46397018432617,16.916749954223633,0,1758112634,556,12/13,#0000FF
1_4824567^N+,0,2,52.38798141479492,16.917030334472656,5,1758112644,508,2/11,#0000FF
1_4824590^N+,0,12,52.4532585144043,16.919170379638672,23,1758112644,400,12/2,#0000FF
1_4824621^N+,0,12,52.40885925292969,16.91411018371582,18,1758112639,506,12/3,#0000FF
1_4824644^N+,0,12,52.39780044555664,16.941940307617188,11,1758112644,554,12/4,#0000FF
1_4824673^N+,0,12,52.38059997558594,16.943279266357422,4,1758112634,411,12/6,#0000FF
1_4824691^N+,0,12,52.368309020996094,16.932310104370117,0,1758112639,412,12/7,#0000FF
1_4824717^N+,0,12,52.369041442871094,16.93231964111328,24,1758112639,527,12/8,#0000FF
1_4824751^+,0,13,52.40673828125,16.906679153442383,22,1758112639,128,13/10,#0000FF
1_4824780^N+,0,13,52.405670166015625,16.932010650634766,16,1758112634,413,13/12,#0000FF
1_4824802^N+,0,13,52.36848068237305,16.93412971496582,2,1758112629,415,13/13,#0000FF
1_4824802^N+,0,13,52.390140533447266,16.94717025756836,7,1758112639,427,13/13,#0000FF
1_4824828^N+,0,13,52.36833953857422,16.932470321655273,0,1758112634,405,13/15,#0000FF
1_4824843^+,0,13,52.368080139160156,16.93231964111328,0,1758112644,290,13/16,#0000FF
1_4824857^+,0,7,52.41035842895508,16.954660415649414,15,1758112644,88,7/3,#0000FF
1_4824877^N+,0,11,52.37995147705078,16.943740844726562,4,1758112644,558,11/6,#0000FF
1_4824894^N+,0,13,52.371429443359375,16.934850692749023,30,1758112639,408,13/2,#0000FF
1_4824917^+,0,13,52.406131744384766,16.928119659423828,17,1758112634,410,13/5,#0000FF
1_4824936^N+,0,13,52.402931213378906,16.889699935913086,11,1758112644,555,13/6,#0000FF
1_4824956^N+,0,13,52.38840103149414,16.85124969482422,4,1758112644,399,13/7,#0000FF
1_4824971^+,0,13,52.383399963378906,16.833099365234375,0,1758112639,409,13/8,#0000FF
1_4824990^N+,0,13,52.388729095458984,16.85032081604004,31,1758112644,402,13/9,#0000FF
1_4825015^N+,0,15,52.402320861816406,16.888080596923828,10,1758112644,501,15/10,#0000FF
1_4825048^N+,0,15,52.38508987426758,16.839170455932617,2,1758112634,522,15/11,#0000FF
1_4825074^N+,0,14,52.39331817626953,16.897869110107422,4,1758112639,547,14/21,#0000FF
1_4825088^N+,0,15,52.39683151245117,16.86747932434082,15,1758112644,524,15/14,#0000FF
1_4825114^N+,0,15,52.40729904174805,16.912919998168945,8,1758112644,531,15/15,#0000FF
1_4825143^N+,0,15,52.45344161987305,16.91912078857422,2,1758112644,537,15/17,#0000FF
1_4825172^N+,0,13,52.399200439453125,16.952329635620117,21,1758112639,403,13/3,#0000FF
1_4825210^N+,0,15,52.40882110595703,16.912809371948242,14,1758112629,545,15/9,#0000FF
1_4825238^N+,0,14,52.38105010986328,16.880929946899414,0,1758112634,526,14/1,#0000FF
1_4825262^N+,0,15,52.38331985473633,16.834209442138672,0,1758112639,542,15/13,#0000FF
1_4825289^N+,0,14,52.398380279541016,16.903409957885742,9,1758112644,601,14/5,#0000FF
1_4825417^N+,0,14,52.442100524902344,16.919960021972656,4,1758112639,559,14/6,#0000FF
1_4825446^N+,0,15,52.46078109741211,16.917139053344727,20,1758112634,518,15/7,#0000FF
1_4825478^N+,0,16,52.40671157836914,16.92498016357422,10,1758112634,603,16/1,#0000FF
1_4825505^N+,0,16,52.38142013549805,17.00048065185547,0,1758112629,625,16/10,#0000FF
1_4825526^N+,0,16,52.3972282409668,16.961740493774414,16,1758112644,602,16/11,#0000FF
1_4825548^N+,0,18,52.40385818481445,16.910879135131836,7,1758112644,553,18/5,#0000FF
1_4825595^N+,0,16,52.42810821533203,16.91922950744629,6,1758112644,519,16/2,#0000FF
1_4825614^N+,0,16,52.406639099121094,16.929359436035156,15,1758112644,619,16/6,#0000FF
1_4825636^N+,0,16,52.436981201171875,16.92024040222168,21,1758112644,629,16/5,#0000FF
1_4825660^N+,0,16,52.39646911621094,16.96319007873535,8,1758112624,618,16/7,#0000FF
1_4825688^N+,0,16,52.3809700012207,17.00152015686035,0,1758112639,607,16/8,#0000FF
1_4825706^N+,0,16,52.463741302490234,16.916730880737305,0,1758112639,623,16/4,#0000FF
1_4825730^+,0,17,52.38111877441406,16.88003921508789,0,1758112629,234,17/11,#0000FF
1_4825749^N+,0,5,52.38943099975586,16.893369674682617,19,1758112634,919,5/12,#0000FF
1_4825780^N+,0,5,52.41310119628906,16.958200454711914,0,1758112644,428,5/16,#0000FF
1_4825807^N+,0,5,52.40100860595703,16.94778060913086,16,1758112644,949,5/17,#0000FF
1_4825832^+,0,5,52.40325164794922,16.91655921936035,8,1758112644,310,5/19,#0000FF
1_4825851^N+,0,5,52.38787841796875,16.8917293548584,3,1758112634,539,5/20,#0000FF
1_4825907^+,0,5,52.39970016479492,16.951570510864258,4,1758112644,228,5/15,#0000FF
1_4825918^+,0,17,52.410091400146484,16.94713020324707,21,1758112639,444,17/27,#0000FF
1_4825936^N+,0,17,52.394561767578125,16.966289520263672,14,1758112639,459,17/28,#0000FF
1_4825959^N+,0,14,52.42110824584961,16.917940139770508,9,1758112639,514,14/20,#0000FF
1_4825989^N+,0,17,52.41006851196289,16.956579208374023,18,1758112639,516,17/5,#0000FF
1_4826024^N+,0,17,52.38108825683594,16.88125991821289,0,1758112644,951,17/9,#0000FF
1_4826047^N+,0,18,52.38084030151367,17.00090980529785,0,1758112639,924,18/1,#0000FF
1_4826069^N+,0,18,52.41345977783203,16.900609970092773,22,1758112634,528,18/10,#0000FF
1_4826090^N+,0,18,52.406768798828125,16.912200927734375,19,1758112644,431,18/11,#0000FF
1_4826108^+,0,18,52.39751052856445,16.9514102935791,11,1758112639,134,18/12,#0000FF
1_4826128^N+,0,18,52.384159088134766,16.988670349121094,3,1758112629,515,18/13,#0000FF
1_4826170^N+,0,1,52.38169860839844,16.93705940246582,18,1758112639,939,1/5,#0000FF
1_4826184^+,0,18,52.385250091552734,16.98744010925293,22,1758112634,298,18/2,#0000FF
1_4826206^N+,0,18,52.395999908447266,16.949289321899414,13,1758112629,420,18/3,#0000FF
1_4826253^N+,0,18,52.41456985473633,16.895660400390625,2,1758112644,626,18/7,#0000FF
1_4826280^+,0,18,52.41651916503906,16.882949829101562,0,1758112634,272,18/9,#0000FF
1_4826299^N+,0,19,52.400028228759766,16.92797088623047,18,1758112644,510,19/10,#0000FF
1_4826315^+,0,9,52.377418518066406,16.907379150390625,2,1758112639,907,9/12,#0000FF
1_4826337^N+,0,2,52.378761291503906,16.90863037109375,20,1758112644,442,2/1,#0000FF
1_4826377^N+,0,2,52.37242889404297,16.903310775756836,0,1758112639,455,2/13,#0000FF
1_4826399^N+,0,2,52.3856315612793,16.9147891998291,18,1758112639,452,2/2,#0000FF
1_4826436^N+,0,2,52.399898529052734,16.928800582885742,13,1758112634,436,2/4,#0000FF
1_4826453^N+,0,2,52.40763854980469,16.91423988342285,7,1758112644,918,2/5,#0000FF
1_4826474^N+,0,2,52.41559982299805,16.890880584716797,2,1758112644,449,2/6,#0000FF
1_4826510^N+,0,2,52.40835189819336,16.908349990844727,18,1758112644,430,2/8,#0000FF
1_4826538^N+,0,2,52.40406036376953,16.933500289916992,11,1758112644,511,2/9,#0000FF
1_4826563^N+,0,3,52.4044303894043,16.935710906982422,16,1758112639,922,3/1,#0000FF
1_4826587^N+,0,3,52.4551887512207,16.944599151611328,0,1758112634,933,3/10,#0000FF
1_4826607^N+,0,3,52.41584014892578,16.91908073425293,23,1758112639,930,3/16,#0000FF
1_4826626^N+,0,3,52.45515060424805,16.94454002380371,0,1758112644,944,3/12,#0000FF
1_4826660^N+,0,3,52.4367790222168,16.94713020324707,31,1758112644,934,3/14,#0000FF
1_4826706^N+,0,8,52.41020965576172,17.00252914428711,0,1758112634,914,8/2,#0000FF
1_4826726^N+,0,3,52.37236022949219,16.949199676513672,0,1758112644,954,3/3,#0000FF
1_4826742^N+,0,3,52.37208938598633,16.949079513549805,0,1758112644,926,3/4,#0000FF
1_4826772^N+,0,3,52.394309997558594,16.966690063476562,28,1758112639,942,3/6,#0000FF
1_4826796^N+,0,3,52.40549850463867,16.93260955810547,22,1758112644,950,3/7,#0000FF
1_4826812^N+,0,3,52.41352844238281,16.915639877319336,15,1758112629,925,3/8,#0000FF
1_4826831^N+,0,3,52.42641830444336,16.93855094909668,9,1758112644,937,3/9,#0000FF
1_4826852^N+,0,17,52.36859893798828,16.932199478149414,0,1758112639,418,17/1,#0000FF
1_4826876^N+,0,5,52.40803909301758,16.922569274902344,10,1758112644,433,5/13,#0000FF
1_4826926^N+,0,17,52.40507125854492,16.9166202545166,27,1758112639,434,17/25,#0000FF
1_4826954^+,0,17,52.37097930908203,16.93429946899414,34,1758112644,312,17/3,#0000FF
1_4826973^N+,0,17,52.37649154663086,16.955490112304688,6,1758112639,605,17/30,#0000FF
1_4826996^N+,0,17,52.38652038574219,16.976139068603516,24,1758112639,916,17/4,#0000FF
1_4827008^+,0,17,52.4096794128418,16.924400329589844,13,1758112644,336,17/7,#0000FF
1_4827027^N+,0,17,52.399681091308594,16.90526008605957,6,1758112629,419,17/8,#0000FF
1_4827050^+,0,6,52.39591979980469,16.864290237426758,5,1758112644,218,6/8,#0000FF
1_4827066^+,0,6,52.40290069580078,16.890199661254883,21,1758112634,188,6/10,#0000FF
1_4827086^N+,0,6,52.40193176269531,16.920360565185547,16,1758112639,548,6/12,#0000FF
1_4827114^+,0,6,52.398529052734375,16.95199966430664,10,1758112634,174,6/14,#0000FF
1_4827135^N+,0,6,52.409629821777344,16.985559463500977,2,1758112639,604,6/15,#0000FF
1_4827158^N+,0,6,52.410030364990234,17.003530502319336,0,1758112634,552,6/2,#0000FF
1_4827181^N+,0,6,52.408931732177734,16.962329864501953,25,1758112629,523,6/4,#0000FF
1_4827205^N+,0,6,52.39667892456055,16.946369171142578,17,1758112644,517,6/5,#0000FF
1_4827225^N+,0,6,52.40705871582031,16.902679443359375,10,1758112639,540,6/6,#0000FF
1_4827245^+,0,6,52.409881591796875,17.002220153808594,0,1758112644,182,6/3,#0000FF
1_4827264^N+,0,6,52.39902877807617,16.87626075744629,23,1758112639,609,6/9,#0000FF
1_4827287^N+,0,7,52.38481903076172,16.914840698242188,29,1758112639,437,7/1,#0000FF
1_4827300,0,7,52.421630859375,16.92367935180664,23,1758112644,224,7/10,#0000FF
1_4827317^N+,0,7,52.409481048583984,16.92367935180664,27,1758112644,416,7/11,#0000FF
1_4827331^+,0,7,52.4096794128418,16.956470489501953,22,1758112629,168,7/12,#0000FF
1_4827347^N+,0,7,52.39577865600586,16.95047950744629,17,1758112634,423,7/13,#0000FF
1_4827378^N+,0,7,52.38930130004883,16.896989822387695,7,1758112644,615,7/15,#0000FF
1_4827394^N+,0,7,52.40314865112305,16.88895034790039,3,1758112634,425,7/16,#0000FF
1_4827423^N+,0,7,52.399288177490234,16.88913917541504,33,1758112644,610,7/19,#0000FF
1_4827441^N+,0,7,52.39630126953125,16.9506893157959,20,1758112629,445,7/2,#0000FF
1_4827456^N+,0,7,52.40958023071289,16.917959213256836,10,1758112639,929,7/4,#0000FF
1_4827474^+,0,7,52.41633987426758,16.883329391479492,0,1758112644,142,7/18,#0000FF
1_4827491^N+,0,7,52.42866897583008,16.93606948852539,3,1758112644,421,7/6,#0000FF
1_4827505^+,0,7,52.434959411621094,16.932479858398438,0,1758112634,244,7/7,#0000FF
1_4827522^N+,0,7,52.42655944824219,16.93522071838379,34,1758112644,454,7/9,#0000FF
1_4827560^N+,0,8,52.40998077392578,16.95764923095703,7,1758112644,460,8/10,#0000FF
1_4827582^N+,0,8,52.40985107421875,16.991470336914062,16,1758112639,450,8/3,#0000FF
1_4827602^+,0,8,52.41011047363281,16.94780921936035,10,1758112639,424,8/4,#0000FF
1_4827629^N+,0,8,52.412471771240234,16.905080795288086,3,1758112639,446,8/5,#0000FF
1_4827673^N+,0,8,52.41725158691406,16.883209228515625,17,1758112634,457,8/8,#0000FF
1_4827693^+,0,8,52.4098014831543,16.924589157104492,11,1758112644,138,8/9,#0000FF
1_4827716^N+,0,9,52.37997055053711,16.909700393676758,26,1758112644,538,9/1,#0000FF
1_4827729^+,0,9,52.441959381103516,16.911399841308594,0,1758112634,903,9/11,#0000FF
1_4827750^N+,0,9,52.4056510925293,16.93121910095215,16,1758112644,456,9/2,#0000FF
1_4827772^N+,0,9,52.43967056274414,16.91012954711914,2,1758112644,451,9/3,#0000FF
1_4827809^N+,0,19,52.42211151123047,16.923730850219727,6,1758112639,448,19/5,#0000FF
1_4827835^N+,0,19,52.42401885986328,16.925819396972656,19,1758112644,521,19/6,#0000FF
1_4827857^N+,0,9,52.407569885253906,16.92885971069336,13,1758112644,458,9/7,#0000FF
1_4827881^N+,0,19,52.396480560302734,16.924579620361328,7,1758112639,912,19/8,#0000FF
1_4827922^N+,0,8,52.416439056396484,16.88302993774414,0,1758112644,915,8/6,#0000FF
1_4827932,0,17,52.38787841796875,16.89423942565918,1,1758112644,913,17/24,#0000FF
1_4832072^+,0,837,52.44895935058594,16.852989196777344,11,1758112639,8321,837/11,#FFA500
1_4832104^+,0,835,52.4157600402832,16.891929626464844,3,1758112639,8312,835/13,#FFA500
1_4832120^+,0,833,52.46583938598633,16.800640106201172,16,1758112644,8341,833/14,#FFA500
1_4832132^+,0,833,52.41999053955078,16.876060485839844,32,1758112629,8328,833/15,#FFA500
1_4832149^+,0,835,52.51115036010742,16.75433921813965,5,1758112644,8315,835/16,#FFA500
1_4832167^+,0,837,52.44020080566406,16.87211036682129,20,1758112644,8319,837/17,#FFA500
1_4832183^+,0,835,52.41278076171875,16.889789581298828,37,1758112634,8320,835/18,#FFA500
1_4832203^+,0,832,52.47338104248047,16.876659393310547,25,1758112644,8311,832/19,#FFA500
1_4832220^+,0,832,52.46770095825195,16.88503074645996,5,1758112634,8314,832/20,#FFA500
1_4832243^+,0,832,52.51755905151367,16.693479537963867,3,1758112644,8324,832/21,#FFA500
1_4832267^+,0,882,52.463470458984375,16.641679763793945,0,1758112644,8323,882/22,#FFA500
1_4832278^+,0,882,52.48699188232422,16.72960090637207,13,1758112634,8310,882/23,#FFA500
1_4832298^+,0,893,52.54698181152344,16.751279830932617,0,1758112639,8327,893/24,#FFA500
1_4832319^+,0,893,52.47085952758789,16.723649978637695,0,1758112639,8325,893/25,#FFA500
1_4833171,0,701,52.32136917114258,16.805259704589844,0,1758112639,7003,701/11,#FFA500
1_4833189^K,0,701,52.35918045043945,16.886730194091797,11,1758112634,7031,701/12,#FFA500
1_4833207,0,701,52.32107925415039,16.85148048400879,10,1758112639,7005,701/13,#FFA500
1_4833234^+,0,702,52.344661712646484,16.850839614868164,12,1758112639,7015,702/21,#FFA500
1_4833260^+,0,702,52.356231689453125,16.858150482177734,8,1758112644,7016,702/22,#FFA500
1_4833282^+,0,702,52.32688903808594,16.8221492767334,23,1758112639,7023,702/23,#FFA500
1_4833302^A,0,707,52.36225128173828,16.8522891998291,4,1758112644,7021,707/31,#FFA500
1_4833328^A,0,703,52.353721618652344,16.84375,13,1758112634,7012,703/32,#FFA500
1_4833351^P,0,703,52.38235855102539,16.882150650024414,11,1758112629,7035,703/33,#FFA500
1_4833368^A,0,705,52.33219909667969,16.747989654541016,5,1758112629,7008,705/34,#FFA500
1_4833390^+,0,704,52.364070892333984,16.86005973815918,17,1758112634,7038,704/41,#FFA500
1_4833419^+,0,715,52.37171173095703,16.816999435424805,11,1758112644,7001,715/51,#FFA500
1_4833449^+,0,716,52.362388610839844,16.807899475097656,10,1758112639,7013,716/61,#FFA500
1_4833482,0,716,52.342041015625,16.787519454956055,5,1758112644,7024,716/62,#FFA500
1_4833516^H,0,716,52.38359069824219,16.833890914916992,0,1758112629,7017,716/63,#FFA500
1_4833538^+,0,710,52.366249084472656,16.83064079284668,11,1758112644,7020,710/71,#FFA500
1_4833568^+,0,789,52.32358169555664,16.846790313720703,15,1758112639,7027,789/89,#FFA500
1_4833584^+,0,729,52.41299057006836,16.834089279174805,9,1758112644,7019,729/91,#FFA500
1_4833599^+,0,729,52.36037826538086,16.720439910888672,5,1758112644,7004,729/92,#FFA500
1_4833625^+,0,710,52.36302185058594,16.850139617919922,17,1758112639,7018,710/94,#FFA500
